PipelineResultId,PipelineName,ResultType,EntityId,EntityType,Score,Label,DetailsJson,GeneratedAt
2346,ExpansionRecommendation,Analysis,,Philippines,,Top: Bangsamoro,"{""generatedAt"":""2026-04-09T21:59:40.0515523Z"",""successProfile"":{""totalResidentsAnalyzed"":30,""totalSuccessful"":23,""overallSuccessRate"":0.7667,""byCaseSubcategory"":[{""segment"":""Trafficked"",""count"":5,""successCount"":4,""successRate"":0.8,""liftOverBaseline"":0.0435},{""segment"":""OSEC"",""count"":4,""successCount"":3,""successRate"":0.75,""liftOverBaseline"":-0.0217},{""segment"":""Sexual Abuse"",""count"":8,""successCount"":6,""successRate"":0.75,""liftOverBaseline"":-0.0217},{""segment"":""Physical Abuse"",""count"":6,""successCount"":4,""successRate"":0.6667,""liftOverBaseline"":-0.1304},{""segment"":""Child Labor"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""At Risk"",""count"":6,""successCount"":5,""successRate"":0.8333,""liftOverBaseline"":0.087},{""segment"":""Orphaned"",""count"":7,""successCount"":3,""successRate"":0.4286,""liftOverBaseline"":-0.441}],""byAgeGroup"":[{""segment"":""Age 10-12"",""count"":6,""successCount"":4,""successRate"":0.6667,""liftOverBaseline"":-0.1304},{""segment"":""Age 13-15"",""count"":15,""successCount"":12,""successRate"":0.8,""liftOverBaseline"":0.0435},{""segment"":""Age 16-18"",""count"":6,""successCount"":4,""successRate"":0.6667,""liftOverBaseline"":-0.1304},{""segment"":""Age Other"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043}],""byFamilyProfile"":[{""segment"":""4Ps Household"",""count"":12,""successCount"":11,""successRate"":0.9167,""liftOverBaseline"":0.1957},{""segment"":""Solo Parent"",""count"":11,""successCount"":7,""successRate"":0.6364,""liftOverBaseline"":-0.17},{""segment"":""Indigenous"",""count"":7,""successCount"":5,""successRate"":0.7143,""liftOverBaseline"":-0.0683},{""segment"":""Informal Settler"",""count"":4,""successCount"":4,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""Parent with PWD"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043}],""byInitialRisk"":[{""segment"":""Low Risk"",""count"":7,""successCount"":5,""successRate"":0.7143,""liftOverBaseline"":-0.0683},{""segment"":""Medium Risk"",""count"":14,""successCount"":9,""successRate"":0.6429,""liftOverBaseline"":-0.1615},{""segment"":""High Risk"",""count"":7,""successCount"":7,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""Critical Risk"",""count"":2,""successCount"":2,""successRate"":1,""liftOverBaseline"":0.3043}],""byReferralSource"":[{""segment"":""Government Agency"",""count"":8,""successCount"":8,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""NGO"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""Police"",""count"":5,""successCount"":3,""successRate"":0.6,""liftOverBaseline"":-0.2174},{""segment"":""Court Order"",""count"":4,""successCount"":2,""successRate"":0.5,""liftOverBaseline"":-0.3478},{""segment"":""Community"",""count"":5,""successCount"":4,""successRate"":0.8,""liftOverBaseline"":0.0435},{""segment"":""Self-Referral"",""count"":5,""successCount"":3,""successRate"":0.6,""liftOverBaseline"":-0.2174}]},""rankedRegions"":[{""regionCode"":""BARMM"",""regionName"":""Bangsamoro"",""islandGroup"":""Mindanao"",""needScore"":88,""successMatchScore"":100,""finalScore"":94,""rank"":1,""safetyFlag"":true,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""Bangsamoro (BARMM) presents the strongest expansion opportunity with a perfect 100% success match score, indicating a high alignment with Lunas\u0027s demonstrated ability to support vulnerable girls, despite the small sample size of 30 residents. The region also exhibits high need and a crucial safety flag, making it an ideal location to extend our compassionate care to girls from 4Ps households.""},{""regionCode"":""Region IX"",""regionName"":""Zamboanga Peninsula"",""islandGroup"":""Mindanao"",""needScore"":81,""successMatchScore"":68.2,""finalScore"":74.6,""rank"":2,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""Zamboanga Peninsula (Region IX) shows significant need, aligning with Lunas\u0027s mission to serve vulnerable populations like 4Ps households. While the success match score is 68.2%, suggesting a reasonable fit with Lunas\u0027s overall 77% success rate (based on 30 residents), the absence of a safety flag requires careful consideration for safehouse operations.""},{""regionCode"":""Region XIII"",""regionName"":""CARAGA"",""islandGroup"":""Mindanao"",""needScore"":72,""successMatchScore"":77.3,""finalScore"":74.6,""rank"":3,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""CARAGA (Region XIII) also presents a strong need profile and a good success match score of 77.3%, indicating a promising alignment with Lunas\u0027s expertise in supporting vulnerable girls, including those from 4Ps households. However, similar to Region IX, the lack of a safety flag necessitates thorough due diligence to ensure the security and well-being of future residents.""},{""regionCode"":""Region V"",""regionName"":""Bicol Region"",""islandGroup"":""Luzon"",""needScore"":76,""successMatchScore"":54.5,""finalScore"":65.3,""rank"":4,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]},{""regionCode"":""Region IV-B"",""regionName"":""MIMAROPA"",""islandGroup"":""Luzon"",""needScore"":55,""successMatchScore"":45.5,""finalScore"":50.2,""rank"":5,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]},{""regionCode"":""Region II"",""regionName"":""Cagayan Valley"",""islandGroup"":""Luzon"",""needScore"":54,""successMatchScore"":31.8,""finalScore"":42.9,""rank"":6,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]},{""regionCode"":""Region III"",""regionName"":""Central Luzon"",""islandGroup"":""Luzon"",""needScore"":68,""successMatchScore"":9.1,""finalScore"":38.5,""rank"":7,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]},{""regionCode"":""Region IV-A"",""regionName"":""CALABARZON"",""islandGroup"":""Luzon"",""needScore"":71,""successMatchScore"":0,""finalScore"":35.5,""rank"":8,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]},{""regionCode"":""Region I"",""regionName"":""Ilocos Region"",""islandGroup"":""Luzon"",""needScore"":43,""successMatchScore"":22.7,""finalScore"":32.9,""rank"":9,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]}],""overallInsight"":""This analysis reveals that Lunas\u0027s expansion strategy should prioritize regions with high need and strong success match scores, while critically evaluating safety considerations to ensure the secure and effective delivery of our compassionate services.""}",2026-04-09 21:59:40.051552
2347,ExpansionRecommendation,Analysis,,Philippines,,Top: Bangsamoro,"{""generatedAt"":""2026-04-10T00:02:29.2987055Z"",""successProfile"":{""totalResidentsAnalyzed"":30,""totalSuccessful"":23,""overallSuccessRate"":0.7667,""byCaseSubcategory"":[{""segment"":""Trafficked"",""count"":5,""successCount"":4,""successRate"":0.8,""liftOverBaseline"":0.0435},{""segment"":""OSEC"",""count"":4,""successCount"":3,""successRate"":0.75,""liftOverBaseline"":-0.0217},{""segment"":""Sexual Abuse"",""count"":8,""successCount"":6,""successRate"":0.75,""liftOverBaseline"":-0.0217},{""segment"":""Physical Abuse"",""count"":6,""successCount"":4,""successRate"":0.6667,""liftOverBaseline"":-0.1304},{""segment"":""Child Labor"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""At Risk"",""count"":6,""successCount"":5,""successRate"":0.8333,""liftOverBaseline"":0.087},{""segment"":""Orphaned"",""count"":7,""successCount"":3,""successRate"":0.4286,""liftOverBaseline"":-0.441}],""byAgeGroup"":[{""segment"":""Age 10-12"",""count"":6,""successCount"":4,""successRate"":0.6667,""liftOverBaseline"":-0.1304},{""segment"":""Age 13-15"",""count"":15,""successCount"":12,""successRate"":0.8,""liftOverBaseline"":0.0435},{""segment"":""Age 16-18"",""count"":6,""successCount"":4,""successRate"":0.6667,""liftOverBaseline"":-0.1304},{""segment"":""Age Other"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043}],""byFamilyProfile"":[{""segment"":""4Ps Household"",""count"":12,""successCount"":11,""successRate"":0.9167,""liftOverBaseline"":0.1957},{""segment"":""Solo Parent"",""count"":11,""successCount"":7,""successRate"":0.6364,""liftOverBaseline"":-0.17},{""segment"":""Indigenous"",""count"":7,""successCount"":5,""successRate"":0.7143,""liftOverBaseline"":-0.0683},{""segment"":""Informal Settler"",""count"":4,""successCount"":4,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""Parent with PWD"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043}],""byInitialRisk"":[{""segment"":""Low Risk"",""count"":7,""successCount"":5,""successRate"":0.7143,""liftOverBaseline"":-0.0683},{""segment"":""Medium Risk"",""count"":14,""successCount"":9,""successRate"":0.6429,""liftOverBaseline"":-0.1615},{""segment"":""High Risk"",""count"":7,""successCount"":7,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""Critical Risk"",""count"":2,""successCount"":2,""successRate"":1,""liftOverBaseline"":0.3043}],""byReferralSource"":[{""segment"":""Government Agency"",""count"":8,""successCount"":8,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""NGO"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""Police"",""count"":5,""successCount"":3,""successRate"":0.6,""liftOverBaseline"":-0.2174},{""segment"":""Court Order"",""count"":4,""successCount"":2,""successRate"":0.5,""liftOverBaseline"":-0.3478},{""segment"":""Community"",""count"":5,""successCount"":4,""successRate"":0.8,""liftOverBaseline"":0.0435},{""segment"":""Self-Referral"",""count"":5,""successCount"":3,""successRate"":0.6,""liftOverBaseline"":-0.2174}]},""rankedRegions"":[{""regionCode"":""BARMM"",""regionName"":""Bangsamoro"",""islandGroup"":""Mindanao"",""needScore"":88,""successMatchScore"":100,""finalScore"":94,""rank"":1,""safetyFlag"":true,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""BARMM presents the most compelling expansion opportunity, boasting an exceptional 100% success match score that strongly aligns with Lunas\u0027s proven ability to support survivors. This, combined with a high need score of 88, indicates a critical area where our compassionate care is most likely to yield successful outcomes for vulnerable girls.""},{""regionCode"":""Region IX"",""regionName"":""Zamboanga Peninsula"",""islandGroup"":""Mindanao"",""needScore"":81,""successMatchScore"":68.2,""finalScore"":74.6,""rank"":2,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""Region IX demonstrates a significant need with a score of 81, highlighting a substantial population of girls who could benefit from Lunas\u0027s intervention. While the success match score of 68.2 is moderate, the sheer volume of need warrants consideration for expansion to extend our expertise to this vulnerable community.""},{""regionCode"":""Region XIII"",""regionName"":""CARAGA"",""islandGroup"":""Mindanao"",""needScore"":72,""successMatchScore"":77.3,""finalScore"":74.6,""rank"":3,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""Region XIII offers a promising balance, with a strong success match score of 77.3 indicating good alignment with Lunas\u0027s demonstrated strengths in survivor support. Coupled with a notable need score of 72, this region represents a valuable opportunity to expand our effective care model and help more girls heal and thrive.""},{""regionCode"":""Region V"",""regionName"":""Bicol Region"",""islandGroup"":""Luzon"",""needScore"":76,""successMatchScore"":54.5,""finalScore"":65.3,""rank"":4,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]},{""regionCode"":""Region IV-B"",""regionName"":""MIMAROPA"",""islandGroup"":""Luzon"",""needScore"":55,""successMatchScore"":45.5,""finalScore"":50.2,""rank"":5,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]},{""regionCode"":""Region II"",""regionName"":""Cagayan Valley"",""islandGroup"":""Luzon"",""needScore"":54,""successMatchScore"":31.8,""finalScore"":42.9,""rank"":6,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]},{""regionCode"":""Region III"",""regionName"":""Central Luzon"",""islandGroup"":""Luzon"",""needScore"":68,""successMatchScore"":9.1,""finalScore"":38.5,""rank"":7,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]},{""regionCode"":""Region IV-A"",""regionName"":""CALABARZON"",""islandGroup"":""Luzon"",""needScore"":71,""successMatchScore"":0,""finalScore"":35.5,""rank"":8,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]},{""regionCode"":""Region I"",""regionName"":""Ilocos Region"",""islandGroup"":""Luzon"",""needScore"":43,""successMatchScore"":22.7,""finalScore"":32.9,""rank"":9,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""]}],""overallInsight"":""This analysis underscores the importance of strategically expanding into regions where high need for safehouse services converges with Lunas\u0027s demonstrated effectiveness in supporting girl survivors, acknowledging our current success profile is based on a sample of 30 residents.""}",2026-04-10 00:02:29.298705
2348,ExpansionRecommendation,Analysis,,Philippines,,Top: Bangsamoro,"{""generatedAt"":""2026-04-10T00:03:33.1901955Z"",""successProfile"":{""totalResidentsAnalyzed"":30,""totalSuccessful"":23,""overallSuccessRate"":0.7667,""byCaseSubcategory"":[{""segment"":""Trafficked"",""count"":5,""successCount"":4,""successRate"":0.8,""liftOverBaseline"":0.0435},{""segment"":""OSEC"",""count"":4,""successCount"":3,""successRate"":0.75,""liftOverBaseline"":-0.0217},{""segment"":""Sexual Abuse"",""count"":8,""successCount"":6,""successRate"":0.75,""liftOverBaseline"":-0.0217},{""segment"":""Physical Abuse"",""count"":6,""successCount"":4,""successRate"":0.6667,""liftOverBaseline"":-0.1304},{""segment"":""Child Labor"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""At Risk"",""count"":6,""successCount"":5,""successRate"":0.8333,""liftOverBaseline"":0.087},{""segment"":""Orphaned"",""count"":7,""successCount"":3,""successRate"":0.4286,""liftOverBaseline"":-0.441}],""byAgeGroup"":[{""segment"":""Age 10-12"",""count"":6,""successCount"":4,""successRate"":0.6667,""liftOverBaseline"":-0.1304},{""segment"":""Age 13-15"",""count"":15,""successCount"":12,""successRate"":0.8,""liftOverBaseline"":0.0435},{""segment"":""Age 16-18"",""count"":6,""successCount"":4,""successRate"":0.6667,""liftOverBaseline"":-0.1304},{""segment"":""Age Other"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043}],""byFamilyProfile"":[{""segment"":""4Ps Household"",""count"":12,""successCount"":11,""successRate"":0.9167,""liftOverBaseline"":0.1957},{""segment"":""Solo Parent"",""count"":11,""successCount"":7,""successRate"":0.6364,""liftOverBaseline"":-0.17},{""segment"":""Indigenous"",""count"":7,""successCount"":5,""successRate"":0.7143,""liftOverBaseline"":-0.0683},{""segment"":""Informal Settler"",""count"":4,""successCount"":4,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""Parent with PWD"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043}],""byInitialRisk"":[{""segment"":""Low Risk"",""count"":7,""successCount"":5,""successRate"":0.7143,""liftOverBaseline"":-0.0683},{""segment"":""Medium Risk"",""count"":14,""successCount"":9,""successRate"":0.6429,""liftOverBaseline"":-0.1615},{""segment"":""High Risk"",""count"":7,""successCount"":7,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""Critical Risk"",""count"":2,""successCount"":2,""successRate"":1,""liftOverBaseline"":0.3043}],""byReferralSource"":[{""segment"":""Government Agency"",""count"":8,""successCount"":8,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""NGO"",""count"":3,""successCount"":3,""successRate"":1,""liftOverBaseline"":0.3043},{""segment"":""Police"",""count"":5,""successCount"":3,""successRate"":0.6,""liftOverBaseline"":-0.2174},{""segment"":""Court Order"",""count"":4,""successCount"":2,""successRate"":0.5,""liftOverBaseline"":-0.3478},{""segment"":""Community"",""count"":5,""successCount"":4,""successRate"":0.8,""liftOverBaseline"":0.0435},{""segment"":""Self-Referral"",""count"":5,""successCount"":3,""successRate"":0.6,""liftOverBaseline"":-0.2174}]},""rankedRegions"":[{""regionCode"":""BARMM"",""regionName"":""Bangsamoro"",""islandGroup"":""Mindanao"",""needScore"":88,""successMatchScore"":100,""finalScore"":94,""rank"":1,""safetyFlag"":true,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""BARMM is a top recommendation due to its exceptionally high need score and a perfect success match score, indicating Lunas\u0027s programs are highly aligned with the needs of survivors here. While the safety flag requires careful operational planning, the strong programmatic fit suggests a high potential for positive impact.""},{""regionCode"":""Region IX"",""regionName"":""Zamboanga Peninsula"",""islandGroup"":""Mindanao"",""needScore"":81,""successMatchScore"":68.2,""finalScore"":74.6,""rank"":2,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""Zamboanga Peninsula is a strong candidate for expansion, combining high regional need with a robust success match score. This suggests Lunas\u0027s interventions are well-suited to support survivors in this area, offering a high likelihood of positive outcomes.""},{""regionCode"":""Region XIII"",""regionName"":""CARAGA"",""islandGroup"":""Mindanao"",""needScore"":72,""successMatchScore"":77.3,""finalScore"":74.6,""rank"":3,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""CARAGA presents a compelling opportunity, demonstrating significant regional need and a very strong success match score. This indicates Lunas\u0027s current program model is highly effective for the survivor profiles in this region, making it a priority for expansion.""},{""regionCode"":""Region V"",""regionName"":""Bicol Region"",""islandGroup"":""Luzon"",""needScore"":76,""successMatchScore"":54.5,""finalScore"":65.3,""rank"":4,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""The Bicol Region shows high need, but its moderate success match score suggests a slightly less optimal alignment with Lunas\u0027s demonstrated strengths. While a potential area for future consideration, it should be prioritized after regions where Lunas can achieve greater impact with its current model.""},{""regionCode"":""Region IV-B"",""regionName"":""MIMAROPA"",""islandGroup"":""Luzon"",""needScore"":55,""successMatchScore"":45.5,""finalScore"":50.2,""rank"":5,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""MIMAROPA exhibits moderate need but a lower success match score, indicating Lunas\u0027s current interventions may be less impactful here. Given the limited sample size of resident outcomes, further assessment or program adaptation might be needed before prioritizing this region for expansion.""},{""regionCode"":""Region II"",""regionName"":""Cagayan Valley"",""islandGroup"":""Luzon"",""needScore"":54,""successMatchScore"":31.8,""finalScore"":42.9,""rank"":6,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""Cagayan Valley, despite moderate need, has a low success match score, suggesting a weaker alignment with Lunas\u0027s proven effectiveness. Expanding here would likely require significant program adjustments to achieve the high success rates seen in other areas.""},{""regionCode"":""Region III"",""regionName"":""Central Luzon"",""islandGroup"":""Luzon"",""needScore"":68,""successMatchScore"":9.1,""finalScore"":38.5,""rank"":7,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""Central Luzon, despite its high need, shows an extremely low success match score, indicating a significant mismatch with Lunas\u0027s current strengths. Resources would be more effectively deployed in regions where Lunas\u0027s model has a demonstrated capacity for positive outcomes.""},{""regionCode"":""Region IV-A"",""regionName"":""CALABARZON"",""islandGroup"":""Luzon"",""needScore"":71,""successMatchScore"":0,""finalScore"":35.5,""rank"":8,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""CALABARZON, while having a high need, registers a zero success match score, signifying a complete lack of alignment with Lunas\u0027s current program efficacy. This region should be strongly deprioritized to ensure Lunas\u0027s resources are directed towards areas where it can genuinely thrive.""},{""regionCode"":""Region I"",""regionName"":""Ilocos Region"",""islandGroup"":""Luzon"",""needScore"":43,""successMatchScore"":22.7,""finalScore"":32.9,""rank"":9,""safetyFlag"":false,""topMatchingSegments"":[""4Ps Household""],""aiRationale"":""The Ilocos Region presents both lower need and a very low success match score, making it a less strategic fit for Lunas\u0027s immediate expansion. Prioritizing regions with higher need and stronger alignment will maximize Lunas\u0027s impact.""}],""overallInsight"":""This analysis, while based on a small sample size of 30 residents, strongly suggests that Lunas\u0027s expansion strategy should focus on regions where high survivor need is met with a strong alignment to the organization\u0027s demonstrated program effectiveness, ensuring resources are deployed for maximum compassionate impact.""}",2026-04-10 00:03:33.190195
2349,CampaignROI,Ranking,1.0,Campaign,1.0,HighROI,"{""campaign_name"": """", ""total_raised"": 154301.42, ""donor_count"": 57, ""avg_donation"": 1001.96}",2026-04-10 05:53:53.984000
2350,CampaignROI,Ranking,2.0,Campaign,0.1211,LowROI,"{""campaign_name"": ""Back to School"", ""total_raised"": 18683.68, ""donor_count"": 27, ""avg_donation"": 983.35}",2026-04-10 05:53:54.031000
2351,CampaignROI,Ranking,3.0,Campaign,0.0716,LowROI,"{""campaign_name"": ""GivingTuesday"", ""total_raised"": 11043.49, ""donor_count"": 16, ""avg_donation"": 1227.05}",2026-04-10 05:53:54.083000
2352,CampaignROI,Ranking,4.0,Campaign,0.1177,LowROI,"{""campaign_name"": ""Summer of Safety"", ""total_raised"": 18159.79, ""donor_count"": 22, ""avg_donation"": 825.45}",2026-04-10 05:53:54.132000
2353,CampaignROI,Ranking,5.0,Campaign,0.2497,LowROI,"{""campaign_name"": ""Year-End Hope"", ""total_raised"": 38536.159999999996, ""donor_count"": 34, ""avg_donation"": 1284.54}",2026-04-10 05:53:54.179000
2354,DonorChurn,Prediction,1.0,Supporter,0.01,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.322000
2355,DonorChurn,Prediction,2.0,Supporter,0.13,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.371000
2356,DonorChurn,Prediction,3.0,Supporter,0.03,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.420000
2357,DonorChurn,Prediction,4.0,Supporter,0.02,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.472000
2358,DonorChurn,Prediction,5.0,Supporter,0.14,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.521000
2359,DonorChurn,Prediction,6.0,Supporter,0.02,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.571000
2360,DonorChurn,Prediction,7.0,Supporter,0.02,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.623000
2361,DonorChurn,Prediction,8.0,Supporter,0.0,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.753000
2362,DonorChurn,Prediction,9.0,Supporter,0.0,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.802000
2363,DonorChurn,Prediction,10.0,Supporter,0.1,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.870000
2364,DonorChurn,Prediction,11.0,Supporter,0.06,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.918000
2365,DonorChurn,Prediction,12.0,Supporter,0.02,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:01.971000
2366,DonorChurn,Prediction,13.0,Supporter,0.09,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.024000
2367,DonorChurn,Prediction,14.0,Supporter,0.17,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.075000
2368,DonorChurn,Prediction,15.0,Supporter,0.3,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.124000
2369,DonorChurn,Prediction,16.0,Supporter,0.13,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.171000
2370,DonorChurn,Prediction,17.0,Supporter,0.05,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.276000
2371,DonorChurn,Prediction,18.0,Supporter,0.1,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.324000
2372,DonorChurn,Prediction,19.0,Supporter,0.05,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.373000
2373,DonorChurn,Prediction,20.0,Supporter,0.03,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.423000
2374,DonorChurn,Prediction,21.0,Supporter,0.05,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.471000
2375,DonorChurn,Prediction,22.0,Supporter,0.2,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.522000
2376,DonorChurn,Prediction,23.0,Supporter,0.19,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.570000
2377,DonorChurn,Prediction,24.0,Supporter,0.05,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.617000
2378,DonorChurn,Prediction,25.0,Supporter,0.0,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.665000
2379,DonorChurn,Prediction,26.0,Supporter,0.02,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.801000
2380,DonorChurn,Prediction,27.0,Supporter,0.06,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.849000
2381,DonorChurn,Prediction,28.0,Supporter,0.09,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.897000
2382,DonorChurn,Prediction,29.0,Supporter,0.12,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.948000
2383,DonorChurn,Prediction,30.0,Supporter,0.14,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:02.996000
2384,DonorChurn,Prediction,31.0,Supporter,0.07,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.049000
2385,DonorChurn,Prediction,32.0,Supporter,0.01,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.096000
2386,DonorChurn,Prediction,33.0,Supporter,0.05,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.144000
2387,DonorChurn,Prediction,34.0,Supporter,0.07,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.191000
2388,DonorChurn,Prediction,35.0,Supporter,0.01,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.325000
2389,DonorChurn,Prediction,36.0,Supporter,0.14,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.372000
2390,DonorChurn,Prediction,37.0,Supporter,0.07,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.421000
2391,DonorChurn,Prediction,38.0,Supporter,0.02,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.468000
2392,DonorChurn,Prediction,39.0,Supporter,0.14,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.517000
2393,DonorChurn,Prediction,40.0,Supporter,0.2,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.572000
2394,DonorChurn,Prediction,41.0,Supporter,0.13,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.618000
2395,DonorChurn,Prediction,42.0,Supporter,0.09,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.665000
2396,DonorChurn,Prediction,43.0,Supporter,0.14,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.715000
2397,DonorChurn,Prediction,44.0,Supporter,0.08,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.849000
2398,DonorChurn,Prediction,45.0,Supporter,0.01,Safe,"{""predicted_churn"": 0}",2026-04-10 05:54:03.897000
2399,DonorChurn,Prediction,46.0,Supporter,0.79,AtRisk,"{""predicted_churn"": 1}",2026-04-10 05:54:03.945000
2400,DonorChurn,Prediction,47.0,Supporter,0.71,AtRisk,"{""predicted_churn"": 1}",2026-04-10 05:54:03.998000
2401,DonorChurn,Prediction,48.0,Supporter,0.8,AtRisk,"{""predicted_churn"": 1}",2026-04-10 05:54:04.046000
2402,DonorChurn,Prediction,49.0,Supporter,0.78,AtRisk,"{""predicted_churn"": 1}",2026-04-10 05:54:04.094000
2403,DonorChurn,Prediction,50.0,Supporter,0.82,AtRisk,"{""predicted_churn"": 1}",2026-04-10 05:54:04.142000
2404,DonorChurn,Prediction,51.0,Supporter,0.77,AtRisk,"{""predicted_churn"": 1}",2026-04-10 05:54:04.204000
2405,DonorChurn,Prediction,52.0,Supporter,0.69,AtRisk,"{""predicted_churn"": 1}",2026-04-10 05:54:04.252000
2406,DonorChurn,Prediction,53.0,Supporter,0.73,AtRisk,"{""predicted_churn"": 1}",2026-04-10 05:54:04.373000
